case_id,step,timestamp,actor,duration_minutes,cost
TICKET_223,In_Progress,2026-02-04T15:07:41.949634,agent_2,167,100.2,1941
TICKET_223,Approved,2026-02-04T22:21:41.949634,manager,434,520.8,1941
TICKET_223,Closed,2026-02-04T22:24:41.949634,system,3,0.15,1941
TICKET_224,Created,2026-02-04T12:17:41.949701,system,5,0.25,3915
TICKET_224,Assigned,2026-02-04T12:19:41.949701,system,2,0.1,3915
TICKET_224,In_Progress,2026-02-04T14:07:41.949701,agent_2,108,64.8,3915
TICKET_224,Escalated,2026-02-04T17:05:41.949701,agent_2,178,106.8,3915
TICKET_224,Approved,2026-02-05T00:32:41.949701,manager,447,178.8,3915
TICKET_224,Closed,2026-02-05T00:35:41.949701,system,3,0.15,3915
TICKET_225,Created,2026-02-04T12:14:41.949777,system,2,0.1,4276
TICKET_225,Assigned,2026-02-04T12:22:41.949777,system,8,0.2,4276
TICKET_225,In_Progress,2026-02-04T15:00:41.949777,agent_1,158,47.4,4276
TICKET_225,Closed,2026-02-04T15:03:41.949777,system,3,0.15,4276
TICKET_226,Created,2026-02-04T12:16:41.949827,system,4,0.2,4129
TICKET_226,Assigned,2026-02-04T12:21:41.949827,system,5,0.25,4129
TICKET_226,In_Progress,2026-02-04T14:14:41.949827,agent_1,113,33.9,4129
TICKET_226,Closed,2026-02-04T14:17:41.949827,system,3,0.15,4129
TICKET_227,Created,2026-02-04T12:15:41.949877,system,3,0.15,4180
TICKET_227,Assigned,2026-02-04T12:19:41.949877,system,4,0.2,4180
TICKET_227,In_Progress,2026-02-04T15:15:41.949877,agent_1,176,52.8,4180
TICKET_227,Closed,2026-02-04T15:23:41.949877,system,8,0.1,4180
TICKET_228,Created,2026-02-04T12:15:41.949926,system,3,0.15,2754
TICKET_228,Assigned,2026-02-04T12:19:41.949926,system,4,0.2,2754
TICKET_228,In_Progress,2026-02-04T12:50:41.949926,agent_2,31,18.6,2754
TICKET_228,Closed,2026-02-04T12:52:41.949926,system,2,0.1,2754
TICKET_229,Created,2026-02-04T12:14:41.949987,system,2,0.1,1495
TICKET_229,Assigned,2026-02-04T12:19:41.949987,system,5,0.25,1495
TICKET_229,In_Progress,2026-02-04T14:24:41.949987,agent_1,125,37.5,1495
TICKET_229,Approved,2026-02-04T17:04:41.949987,manager,160,192.0,1495
TICKET_229,Closed,2026-02-04T17:06:41.949987,system,2,0.05,1495
TICKET_230,Created,2026-02-04T12:16:41.950049,system,4,0.2,206
TICKET_230,Assigned,2026-02-04T12:20:41.950049,system,4,0.2,206
TICKET_230,In_Progress,2026-02-04T13:51:41.950049,agent_1,91,27.3,206
TICKET_230,Closed,2026-02-04T13:54:41.950049,system,3,0.15,206
TICKET_231,Created,2026-02-04T12:17:41.950098,system,5,0.25,4192
TICKET_231,Assigned,2026-02-04T12:19:41.950098,system,2,0.1,4192
TICKET_231,In_Progress,2026-02-04T14:31:41.950098,agent_1,132,39.6,4192
TICKET_231,Approved,2026-02-05T10:40:41.950098,manager,1209,483.6,4192
TICKET_231,Closed,2026-02-05T10:41:41.950098,system,1,0.05,4192
TICKET_232,Created,2026-02-04T12:15:41.950159,system,3,0.15,3821
TICKET_232,Assigned,2026-02-04T12:20:41.950159,system,5,0.25,3821
TICKET_232,In_Progress,2026-02-04T14:38:41.950159,agent_1,138,41.4,3821
TICKET_232,Escalated,2026-02-04T16:05:41.950159,agent_2,87,52.2,3821
TICKET_232,Approved,2026-02-05T20:26:41.950159,manager,1701,680.4,3821
TICKET_232,Closed,2026-02-05T20:28:41.950159,system,2,0.1,3821
TICKET_233,Created,2026-02-04T12:13:41.950237,system,1,0.05,3660
TICKET_233,Assigned,2026-02-04T12:16:41.950237,system,3,0.15,3660
TICKET_233,In_Progress,2026-02-04T13:48:41.950237,agent_2,92,55.2,3660
TICKET_233,Escalated,2026-02-04T17:58:41.950237,agent_2,250,150.0,3660
TICKET_233,Approved,2026-02-05T07:37:41.950237,manager,819,327.6,3660
TICKET_233,Closed,2026-02-05T07:39:41.950237,system,2,0.1,3660
TICKET_234,Created,2026-02-04T12:15:41.950311,system,3,0.15,2852
TICKET_234,Assigned,2026-02-04T12:21:41.950311,system,6,0.1,2852
TICKET_234,In_Progress,2026-02-04T13:19:41.950311,agent_1,58,17.4,2852
TICKET_234,Approved,2026-02-05T14:13:41.950311,manager,1494,298.8,2852
TICKET_234,Closed,2026-02-05T14:16:41.950311,system,3,0.15,2852
TICKET_235,Created,2026-02-04T12:14:41.950372,system,2,0.1,1804
TICKET_235,Assigned,2026-02-04T12:18:41.950372,system,4,0.2,1804
TICKET_235,In_Progress,2026-02-04T13:21:41.950372,agent_2,63,37.8,1804
TICKET_235,Closed,2026-02-04T13:22:41.950372,system,1,0.05,1804
TICKET_236,Created,2026-02-04T12:17:41.950424,system,5,0.25,513
TICKET_236,Assigned,2026-02-04T12:20:41.950424,system,3,0.15,513
TICKET_236,In_Progress,2026-02-04T13:42:41.950424,agent_1,82,24.6,513
TICKET_236,Escalated,2026-02-04T14:51:41.950424,agent_2,69,41.4,513
TICKET_236,In_Progress,2026-02-04T17:04:41.950424,agent_1,133,39.9,513
TICKET_236,Closed,2026-02-04T17:05:41.950424,system,1,0.05,513
TICKET_237,Created,2026-02-04T12:17:41.950503,system,5,0.25,1267
TICKET_237,Assigned,2026-02-04T12:20:41.950503,system,3,0.15,1267
TICKET_237,In_Progress,2026-02-04T23:20:41.950503,agent_2,660,99.0,1267
TICKET_237,Closed,2026-02-04T23:21:41.950503,system,1,0.05,1267
TICKET_238,Created,2026-02-04T12:22:41.950555,system,10,0.25,330
TICKET_238,Assigned,2026-02-04T12:26:41.950555,system,4,0.2,330
TICKET_238,In_Progress,2026-02-04T13:15:41.950555,agent_2,49,29.4,330
TICKET_238,Closed,2026-02-04T13:18:41.950555,system,3,0.15,330
TICKET_239,Created,2026-02-04T12:15:41.950614,system,3,0.15,2672
TICKET_239,Assigned,2026-02-04T12:20:41.950614,system,5,0.25,2672
TICKET_239,In_Progress,2026-02-04T13:15:41.950614,agent_1,55,16.5,2672
TICKET_239,Approved,2026-02-04T16:05:41.950614,manager,170,204.0,2672
TICKET_239,Closed,2026-02-04T16:06:41.950614,system,1,0.05,2672
TICKET_240,Created,2026-02-04T12:13:41.950702,system,1,0.05,2868
TICKET_240,Assigned,2026-02-04T12:15:41.950702,system,2,0.1,2868
TICKET_240,In_Progress,2026-02-04T14:52:41.950702,agent_2,157,94.2,2868
TICKET_240,Closed,2026-02-04T14:53:41.950702,system,1,0.05,2868
TICKET_241,Created,2026-02-04T12:13:41.950766,system,1,0.05,1387
TICKET_241,Assigned,2026-02-04T12:22:41.950766,system,9,0.15,1387
TICKET_241,In_Progress,2026-02-04T14:30:41.950766,agent_2,128,76.8,1387
TICKET_241,Closed,2026-02-04T14:33:41.950766,system,3,0.15,1387
TICKET_242,Created,2026-02-04T12:17:41.950840,system,5,0.25,1746
TICKET_242,Assigned,2026-02-04T12:19:41.950840,system,2,0.1,1746
TICKET_242,In_Progress,2026-02-04T13:57:41.950840,agent_1,98,29.4,1746
TICKET_242,Escalated,2026-02-04T15:10:41.950840,agent_2,73,43.8,1746
TICKET_242,Approved,2026-02-05T18:25:41.950840,manager,1635,654.0,1746
TICKET_242,Closed,2026-02-05T18:27:41.950840,system,2,0.1,1746
TICKET_243,Created,2026-02-04T12:13:41.950911,system,1,0.05,2810
TICKET_243,Assigned,2026-02-04T12:18:41.950911,system,5,0.25,2810
TICKET_243,In_Progress,2026-02-04T13:29:41.950911,agent_1,71,21.3,2810
TICKET_243,Closed,2026-02-04T13:30:41.950911,system,1,0.05,2810
TICKET_244,Created,2026-02-04T12:16:41.950971,system,4,0.2,2341
TICKET_244,Assigned,2026-02-04T12:21:41.950971,system,5,0.25,2341
TICKET_244,In_Progress,2026-02-04T13:07:41.950971,agent_2,46,27.6,2341
TICKET_244,Closed,2026-02-04T13:09:41.950971,system,2,0.1,2341
TICKET_245,Created,2026-02-04T12:24:41.951022,system,12,0.15,3259
TICKET_245,Assigned,2026-02-04T12:28:41.951022,system,4,0.2,3259
TICKET_245,In_Progress,2026-02-04T15:22:41.951022,agent_1,174,52.2,3259
TICKET_245,Closed,2026-02-04T15:25:41.951022,system,3,0.15,3259
TICKET_246,Created,2026-02-04T12:16:41.951070,system,4,0.2,1506
TICKET_246,Assigned,2026-02-04T12:19:41.951070,system,3,0.15,1506
TICKET_246,In_Progress,2026-02-04T14:51:41.951070,agent_1,152,45.6,1506
TICKET_246,Approved,2026-02-05T00:51:41.951070,manager,600,240.0,1506
TICKET_246,Closed,2026-02-05T00:53:41.951070,system,2,0.1,1506
TICKET_247,Created,2026-02-04T12:14:41.951130,system,2,0.1,4159
TICKET_247,Assigned,2026-02-04T12:16:41.951130,system,2,0.1,4159
TICKET_247,In_Progress,2026-02-04T15:03:41.951130,agent_2,167,100.2,4159
TICKET_247,Closed,2026-02-04T15:04:41.951130,system,1,0.05,4159
TICKET_248,Created,2026-02-04T12:16:41.951177,system,4,0.2,393
TICKET_248,Assigned,2026-02-04T12:21:41.951177,system,5,0.25,393
TICKET_248,In_Progress,2026-02-04T14:00:41.951177,agent_2,99,59.4,393
TICKET_248,Closed,2026-02-04T14:02:41.951177,system,2,0.1,393
TICKET_249,Created,2026-02-04T12:14:41.951224,system,2,0.1,107
TICKET_249,Assigned,2026-02-04T12:17:41.951224,system,3,0.15,107
TICKET_249,In_Progress,2026-02-04T15:00:41.951224,agent_1,163,48.9,107
TICKET_249,Escalated,2026-02-04T16:32:41.951224,agent_2,92,55.2,107
TICKET_249,In_Progress,2026-02-04T19:20:41.951224,agent_1,168,50.4,107
TICKET_249,Closed,2026-02-04T19:23:41.951224,system,3,0.15,107
TICKET_250,Created,2026-02-04T12:14:41.951295,system,2,0.1,2234
TICKET_250,Assigned,2026-02-04T12:17:41.951295,system,3,0.15,2234
TICKET_250,In_Progress,2026-02-04T13:08:41.951295,agent_2,51,30.6,2234
TICKET_250,Closed,2026-02-04T13:09:41.951295,system,1,0.05,2234
TICKET_251,Created,2026-02-04T12:14:41.951345,system,2,0.1,1338
TICKET_251,Assigned,2026-02-04T12:19:41.951345,system,5,0.25,1338
TICKET_251,In_Progress,2026-02-04T15:06:41.951345,agent_1,167,50.1,1338
TICKET_251,Approved,2026-02-05T10:36:41.951345,manager,1170,468.0,1338
TICKET_251,Closed,2026-02-05T10:37:41.951345,system,1,0.05,1338
TICKET_252,Created,2026-02-04T12:17:41.951409,system,5,0.25,4008
TICKET_252,Assigned,2026-02-04T12:19:41.951409,system,2,0.1,4008
TICKET_252,In_Progress,2026-02-04T15:00:41.951409,agent_1,161,48.3,4008
TICKET_252,Approved,2026-02-05T14:27:41.951409,manager,1407,562.8,4008
TICKET_252,Closed,2026-02-05T14:28:41.951409,system,1,0.05,4008
TICKET_253,Created,2026-02-04T12:13:41.951468,system,1,0.05,1275
TICKET_253,Assigned,2026-02-04T12:17:41.951468,system,4,0.2,1275
TICKET_253,In_Progress,2026-02-04T14:04:41.951468,agent_2,107,64.2,1275
TICKET_253,Closed,2026-02-04T14:06:41.951468,system,2,0.1,1275
TICKET_254,Created,2026-02-04T12:14:41.951515,system,2,0.1,1611
TICKET_254,Assigned,2026-02-04T12:17:41.951515,system,3,0.15,1611
TICKET_254,In_Progress,2026-02-04T21:17:41.951515,agent_2,540,108.0,1611
TICKET_254,Approved,2026-02-05T00:41:41.951515,manager,204,244.8,1611
TICKET_254,Closed,2026-02-05T00:43:41.951515,system,2,0.1,1611
TICKET_255,Created,2026-02-04T12:17:41.951579,system,5,0.25,2578
TICKET_255,Assigned,2026-02-04T12:20:41.951579,system,3,0.15,2578
TICKET_255,In_Progress,2026-02-04T13:15:41.951579,agent_1,55,16.5,2578
TICKET_255,Closed,2026-02-04T13:17:41.951579,system,2,0.1,2578
TICKET_256,Created,2026-02-04T12:16:41.951626,system,4,0.2,2102
TICKET_256,Assigned,2026-02-04T12:21:41.951626,system,5,0.25,2102
TICKET_256,In_Progress,2026-02-04T14:12:41.951626,agent_2,111,66.6,2102
TICKET_256,Approved,2026-02-04T20:26:41.951626,manager,374,448.8,2102
TICKET_256,Closed,2026-02-04T20:27:41.951626,system,1,0.05,2102
TICKET_257,Created,2026-02-04T12:16:41.951685,system,4,0.2,4993
TICKET_257,Assigned,2026-02-04T12:18:41.951685,system,2,0.1,4993
TICKET_257,In_Progress,2026-02-04T15:00:41.951685,agent_1,162,48.6,4993
TICKET_257,Escalated,2026-02-04T18:33:41.951685,agent_2,213,127.8,4993
TICKET_257,In_Progress,2026-02-04T21:21:41.951685,agent_1,168,50.4,4993
TICKET_257,Closed,2026-02-04T21:24:41.951685,system,3,0.15,4993
TICKET_258,Created,2026-02-04T12:15:41.951755,system,3,0.15,2103
TICKET_258,Assigned,2026-02-04T12:23:41.951755,system,8,0.2,2103
TICKET_258,In_Progress,2026-02-04T15:11:41.951755,agent_2,168,100.8,2103
TICKET_258,Closed,2026-02-04T15:14:41.951755,system,3,0.15,2103
TICKET_259,Created,2026-02-04T12:16:41.951803,system,4,0.2,3760
TICKET_259,Assigned,2026-02-04T12:21:41.951803,system,5,0.25,3760
TICKET_259,In_Progress,2026-02-04T14:13:41.951803,agent_2,112,67.2,3760
TICKET_259,Closed,2026-02-04T14:16:41.951803,system,3,0.05,3760
TICKET_260,Created,2026-02-04T12:16:41.951850,system,4,0.2,3858
TICKET_260,Assigned,2026-02-04T12:19:41.951850,system,3,0.15,3858
TICKET_260,In_Progress,2026-02-04T14:49:41.951850,agent_2,150,90.0,3858
TICKET_260,Closed,2026-02-04T14:52:41.951850,system,3,0.15,3858
TICKET_261,Created,2026-02-04T12:22:41.951897,system,10,0.25,3229
TICKET_261,Assigned,2026-02-04T12:26:41.951897,system,4,0.2,3229
TICKET_261,In_Progress,2026-02-04T15:21:41.951897,agent_1,175,52.5,3229
TICKET_261,Escalated,2026-02-04T19:10:41.951897,agent_2,229,137.4,3229
TICKET_261,Approved,2026-02-06T00:19:41.951897,manager,1749,699.6,3229
TICKET_261,Closed,2026-02-06T00:22:41.951897,system,3,0.15,3229
TICKET_262,Created,2026-02-04T12:17:41.951976,system,5,0.25,635
TICKET_262,Assigned,2026-02-04T12:22:41.951976,system,5,0.25,635
TICKET_262,In_Progress,2026-02-04T14:40:41.951976,agent_1,138,41.4,635
TICKET_262,Escalated,2026-02-04T18:26:41.951976,agent_2,226,135.6,635
TICKET_262,Approved,2026-02-05T00:07:41.951976,manager,341,409.2,635
TICKET_262,Closed,2026-02-05T00:10:41.951976,system,3,0.15,635
TICKET_263,Created,2026-02-04T12:15:41.952048,system,3,0.15,3301
TICKET_263,Assigned,2026-02-04T12:18:41.952048,system,3,0.15,3301
TICKET_263,In_Progress,2026-02-04T13:10:41.952048,agent_1,52,15.6,3301
TICKET_263,Escalated,2026-02-04T17:47:41.952048,agent_2,277,166.2,3301
TICKET_263,In_Progress,2026-02-04T19:23:41.952048,agent_1,96,28.8,3301
TICKET_263,Closed,2026-02-04T19:25:41.952048,system,2,0.1,3301
TICKET_264,Created,2026-02-04T12:16:41.952126,system,4,0.2,4556
TICKET_264,Assigned,2026-02-04T12:19:41.952126,system,3,0.15,4556
TICKET_264,In_Progress,2026-02-04T15:19:41.952126,agent_2,180,108.0,4556
TICKET_264,Escalated,2026-02-05T02:37:41.952126,agent_2,678,135.6,4556
TICKET_264,Approved,2026-02-05T20:07:41.952126,manager,1050,420.0,4556
TICKET_264,Closed,2026-02-05T20:09:41.952126,system,2,0.1,4556
TICKET_265,Created,2026-02-04T12:14:41.952196,system,2,0.1,2909
TICKET_265,Assigned,2026-02-04T12:17:41.952196,system,3,0.15,2909
TICKET_265,In_Progress,2026-02-04T13:57:41.952196,agent_2,100,60.0,2909
TICKET_265,Closed,2026-02-04T13:58:41.952196,system,1,0.05,2909
TICKET_266,Created,2026-02-04T12:17:41.952243,system,5,0.25,4447
TICKET_266,Assigned,2026-02-04T12:22:41.952243,system,5,0.25,4447
TICKET_266,In_Progress,2026-02-04T15:05:41.952243,agent_2,163,97.8,4447
TICKET_266,Closed,2026-02-04T15:08:41.952243,system,3,0.15,4447
TICKET_267,Created,2026-02-04T12:17:41.952292,system,5,0.25,3749
TICKET_267,Assigned,2026-02-04T12:21:41.952292,system,4,0.2,3749
TICKET_267,In_Progress,2026-02-04T14:07:41.952292,agent_1,106,15.9,3749
TICKET_267,Closed,2026-02-04T14:08:41.952292,system,1,0.05,3749
TICKET_268,Created,2026-02-04T12:17:41.952338,system,5,0.25,3201
TICKET_268,Assigned,2026-02-04T12:21:41.952338,system,4,0.2,3201
TICKET_268,In_Progress,2026-02-04T14:59:41.952338,agent_2,158,94.8,3201
TICKET_268,Closed,2026-02-04T15:02:41.952338,system,3,0.15,3201
TICKET_269,Created,2026-02-04T12:14:41.952385,system,2,0.1,1650
TICKET_269,Assigned,2026-02-04T12:19:41.952385,system,5,0.25,1650
TICKET_269,In_Progress,2026-02-04T14:15:41.952385,agent_1,116,34.8,1650
TICKET_269,Closed,2026-02-04T14:23:41.952385,system,8,0.1,1650
TICKET_270,Created,2026-02-04T12:17:41.952431,system,5,0.25,2803
TICKET_270,Assigned,2026-02-04T12:19:41.952431,system,2,0.1,2803
TICKET_270,In_Progress,2026-02-04T13:12:41.952431,agent_1,53,15.9,2803
TICKET_270,Escalated,2026-02-04T15:17:41.952431,agent_2,125,75.0,2803
TICKET_270,In_Progress,2026-02-04T17:44:41.952431,agent_1,147,44.1,2803
TICKET_270,Approved,2026-02-05T23:32:41.952431,manager,1788,715.2,2803
TICKET_270,Closed,2026-02-05T23:34:41.952431,system,2,0.1,2803
TICKET_271,Created,2026-02-04T12:17:41.952513,system,5,0.25,3135
TICKET_271,Assigned,2026-02-04T12:27:41.952513,system,10,0.25,3135
TICKET_271,In_Progress,2026-02-04T14:36:41.952513,agent_1,129,38.7,3135
TICKET_271,Escalated,2026-02-04T16:50:41.952513,agent_2,134,80.4,3135
TICKET_271,In_Progress,2026-02-04T17:30:41.952513,agent_1,40,12.0,3135
TICKET_271,Closed,2026-02-04T17:31:41.952513,system,1,0.05,3135
TICKET_272,Created,2026-02-04T12:14:41.952583,system,2,0.1,3419
TICKET_272,Assigned,2026-02-04T12:22:41.952583,system,8,0.2,3419
TICKET_272,In_Progress,2026-02-04T13:37:41.952583,agent_1,75,22.5,3419
TICKET_272,Escalated,2026-02-04T15:39:41.952583,agent_2,122,73.2,3419
TICKET_272,In_Progress,2026-02-04T18:33:41.952583,agent_2,174,104.4,3419
TICKET_272,Escalated,2026-02-04T20:04:41.952583,agent_2,91,54.6,3419
TICKET_272,In_Progress,2026-02-04T22:53:41.952583,agent_2,169,101.4,3419
TICKET_272,Approved,2026-02-05T02:42:41.952583,manager,229,274.8,3419
TICKET_272,Closed,2026-02-05T02:44:41.952583,system,2,0.1,3419
TICKET_273,Created,2026-02-04T12:14:41.952688,system,2,0.1,3174
TICKET_273,Assigned,2026-02-04T12:24:41.952688,system,10,0.25,3174
TICKET_273,In_Progress,2026-02-04T14:19:41.952688,agent_2,115,69.0,3174
TICKET_273,Approved,2026-02-05T11:52:41.952688,manager,1293,517.2,3174
TICKET_273,Closed,2026-02-05T11:55:41.952688,system,3,0.15,3174
TICKET_274,Created,2026-02-04T12:14:41.952746,system,2,0.1,2348
TICKET_274,Assigned,2026-02-04T12:19:41.952746,system,5,0.25,2348
TICKET_274,In_Progress,2026-02-04T13:00:41.952746,agent_2,41,24.6,2348
TICKET_274,Closed,2026-02-04T13:03:41.952746,system,3,0.15,2348
TICKET_275,Created,2026-02-04T12:13:41.952792,system,1,0.05,4208
TICKET_275,Assigned,2026-02-04T12:23:41.952792,system,10,0.25,4208
TICKET_275,In_Progress,2026-02-04T14:44:41.952792,agent_2,141,28.2,4208
TICKET_275,Closed,2026-02-04T14:46:41.952792,system,2,0.1,4208
TICKET_276,Created,2026-02-04T12:17:41.952839,system,5,0.25,4537
TICKET_276,Assigned,2026-02-04T12:19:41.952839,system,2,0.1,4537
TICKET_276,In_Progress,2026-02-04T13:17:41.952839,agent_1,58,17.4,4537
TICKET_276,Escalated,2026-02-04T15:19:41.952839,agent_2,122,73.2,4537
TICKET_276,In_Progress,2026-02-04T16:30:41.952839,agent_1,71,21.3,4537
TICKET_276,Approved,2026-02-04T20:32:41.952839,manager,242,290.4,4537
TICKET_276,Closed,2026-02-04T20:33:41.952839,system,1,0.05,4537
TICKET_277,Created,2026-02-04T12:17:41.952920,system,5,0.25,2934
TICKET_277,Assigned,2026-02-04T12:21:41.952920,system,4,0.2,2934
TICKET_277,In_Progress,2026-02-04T14:49:41.952920,agent_2,148,88.8,2934
TICKET_277,Closed,2026-02-04T14:50:41.952920,system,1,0.05,2934
TICKET_278,Created,2026-02-04T12:15:41.952972,system,3,0.15,112
TICKET_278,Assigned,2026-02-04T12:19:41.952972,system,4,0.2,112
TICKET_278,In_Progress,2026-02-04T13:10:41.952972,agent_1,51,15.3,112
TICKET_278,Closed,2026-02-04T13:12:41.952972,system,2,0.1,112
TICKET_279,Created,2026-02-04T12:15:41.953026,system,3,0.15,4536
TICKET_279,Assigned,2026-02-04T12:17:41.953026,system,2,0.1,4536
TICKET_279,In_Progress,2026-02-04T14:05:41.953026,agent_2,108,21.6,4536
TICKET_279,Closed,2026-02-04T14:08:41.953026,system,3,0.15,4536
TICKET_280,Created,2026-02-04T12:13:41.953073,system,1,0.05,3568
TICKET_280,Assigned,2026-02-04T12:17:41.953073,system,4,0.2,3568
TICKET_280,In_Progress,2026-02-04T14:47:41.953073,agent_2,150,90.0,3568
TICKET_280,Closed,2026-02-04T14:50:41.953073,system,3,0.15,3568
TICKET_281,Created,2026-02-04T12:16:41.953119,system,4,0.2,1859
TICKET_281,Assigned,2026-02-04T12:21:41.953119,system,5,0.25,1859
TICKET_281,In_Progress,2026-02-04T13:06:41.953119,agent_2,45,27.0,1859
TICKET_281,Closed,2026-02-04T13:07:41.953119,system,1,0.05,1859
TICKET_282,Created,2026-02-04T12:16:41.953165,system,4,0.2,676
TICKET_282,Assigned,2026-02-04T12:19:41.953165,system,3,0.15,676
TICKET_282,In_Progress,2026-02-04T14:51:41.953165,agent_2,152,91.2,676
TICKET_282,Closed,2026-02-04T14:54:41.953165,system,3,0.15,676
TICKET_283,Created,2026-02-04T12:17:41.953211,system,5,0.25,3591
TICKET_283,Assigned,2026-02-04T12:19:41.953211,system,2,0.1,3591
TICKET_283,In_Progress,2026-02-04T13:41:41.953211,agent_1,82,24.6,3591
TICKET_283,Closed,2026-02-04T13:43:41.953211,system,2,0.1,3591
TICKET_284,Created,2026-02-04T12:13:41.953258,system,1,0.05,2996
TICKET_284,Assigned,2026-02-04T12:16:41.953258,system,3,0.15,2996
TICKET_284,In_Progress,2026-02-04T14:28:41.953258,agent_2,132,79.2,2996
TICKET_284,Escalated,2026-02-04T18:17:41.953258,agent_2,229,137.4,2996
TICKET_284,Approved,2026-02-05T03:02:41.953258,manager,525,210.0,2996
TICKET_284,Closed,2026-02-05T03:06:41.953258,system,4,0.1,2996
TICKET_285,Created,2026-02-04T12:14:41.953329,system,2,0.1,3214
TICKET_285,Assigned,2026-02-04T12:19:41.953329,system,5,0.25,3214
TICKET_285,In_Progress,2026-02-04T15:11:41.953329,agent_2,172,103.2,3214
TICKET_285,Escalated,2026-02-04T19:06:41.953329,agent_2,235,141.0,3214
TICKET_285,Approved,2026-02-05T00:40:41.953329,manager,334,400.8,3214
TICKET_285,Closed,2026-02-05T00:43:41.953329,system,3,0.15,3214
TICKET_286,Created,2026-02-04T12:17:41.953400,system,5,0.25,1008
TICKET_286,Assigned,2026-02-04T12:22:41.953400,system,5,0.25,1008
TICKET_286,In_Progress,2026-02-04T17:28:41.953400,agent_1,306,45.9,1008
TICKET_286,Closed,2026-02-04T17:29:41.953400,system,1,0.05,1008
TICKET_287,Created,2026-02-04T12:14:41.953447,system,2,0.1,1311
TICKET_287,Assigned,2026-02-04T12:19:41.953447,system,5,0.25,1311
TICKET_287,In_Progress,2026-02-04T13:24:41.953447,agent_1,65,19.5,1311
TICKET_287,Closed,2026-02-04T13:27:41.953447,system,3,0.15,1311
TICKET_288,Created,2026-02-04T12:13:41.953494,system,1,0.05,328
TICKET_288,Assigned,2026-02-04T12:18:41.953494,system,5,0.25,328
TICKET_288,In_Progress,2026-02-04T15:03:41.953494,agent_1,165,49.5,328
TICKET_288,Closed,2026-02-04T15:06:41.953494,system,3,0.15,328
TICKET_289,Created,2026-02-04T12:13:41.953540,system,1,0.05,3258
TICKET_289,Assigned,2026-02-04T12:15:41.953540,system,2,0.1,3258
TICKET_289,In_Progress,2026-02-04T13:45:41.953540,agent_2,90,54.0,3258
TICKET_289,Closed,2026-02-04T13:47:41.953540,system,2,0.1,3258
TICKET_290,Created,2026-02-04T12:14:41.953587,system,2,0.1,2883
TICKET_290,Assigned,2026-02-04T12:16:41.953587,system,2,0.1,2883
TICKET_290,In_Progress,2026-02-04T13:26:41.953587,agent_1,70,21.0,2883
TICKET_290,Closed,2026-02-04T13:27:41.953587,system,1,0.05,2883
TICKET_291,Created,2026-02-04T12:16:41.953637,system,4,0.2,4851
TICKET_291,Assigned,2026-02-04T12:21:41.953637,system,5,0.25,4851
TICKET_291,In_Progress,2026-02-04T13:51:41.953637,agent_1,90,27.0,4851
TICKET_291,Escalated,2026-02-04T17:38:41.953637,agent_2,227,136.2,4851
TICKET_291,Approved,2026-02-04T19:51:41.953637,manager,133,159.6,4851
TICKET_291,Closed,2026-02-04T19:53:41.953637,system,2,0.1,4851
TICKET_292,Created,2026-02-04T12:16:41.953716,system,4,0.2,1273
TICKET_292,Assigned,2026-02-04T12:19:41.953716,system,3,0.15,1273
TICKET_292,In_Progress,2026-02-04T13:12:41.953716,agent_1,53,15.9,1273
TICKET_292,Closed,2026-02-04T13:13:41.953716,system,1,0.05,1273
TICKET_293,Created,2026-02-04T12:21:41.953762,system,9,0.15,1635
TICKET_293,Assigned,2026-02-04T12:24:41.953762,system,3,0.15,1635
TICKET_293,In_Progress,2026-02-04T14:56:41.953762,agent_2,152,91.2,1635
TICKET_293,Closed,2026-02-04T14:58:41.953762,system,2,0.1,1635
TICKET_294,Created,2026-02-04T12:16:41.953810,system,4,0.2,1931
TICKET_294,Assigned,2026-02-04T12:19:41.953810,system,3,0.15,1931
TICKET_294,In_Progress,2026-02-04T13:35:41.953810,agent_1,76,22.8,1931
TICKET_294,Closed,2026-02-04T13:36:41.953810,system,1,0.05,1931
TICKET_295,Created,2026-02-04T12:13:41.953856,system,1,0.05,3438
TICKET_295,Assigned,2026-02-04T12:16:41.953856,system,3,0.15,3438
TICKET_295,In_Progress,2026-02-04T13:19:41.953856,agent_2,63,37.8,3438
TICKET_295,Approved,2026-02-05T16:49:41.953856,manager,1650,660.0,3438
TICKET_295,Closed,2026-02-05T16:52:41.953856,system,3,0.15,3438
TICKET_296,Created,2026-02-04T12:15:41.953915,system,3,0.15,4878
TICKET_296,Assigned,2026-02-04T12:19:41.953915,system,4,0.2,4878
TICKET_296,In_Progress,2026-02-04T13:29:41.953915,agent_2,70,42.0,4878
TICKET_296,Approved,2026-02-05T13:11:41.953915,manager,1422,568.8,4878
TICKET_296,Closed,2026-02-05T13:14:41.953915,system,3,0.15,4878
TICKET_297,Created,2026-02-04T12:14:41.953981,system,2,0.1,4682
TICKET_297,Assigned,2026-02-04T12:17:41.953981,system,3,0.15,4682
TICKET_297,In_Progress,2026-02-04T14:21:41.953981,agent_1,124,37.2,4682
TICKET_297,Escalated,2026-02-04T18:00:41.953981,agent_2,219,131.4,4682
TICKET_297,Approved,2026-02-04T23:00:41.953981,manager,300,360.0,4682
TICKET_297,Closed,2026-02-04T23:01:41.953981,system,1,0.05,4682
